"","Subject","Activity","Measurements","Mean"
"4653",26,"STANDING","tBodyGyroJerk-mean()-Y",-0.0402264865
"4654",26,"WALKING","tBodyGyroJerk-mean()-Y",-0.067520703
"4655",26,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Y",-0.032021283
"4656",26,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Y",-0.044293916
"4657",27,"LAYING","tBodyGyroJerk-mean()-Y",-0.0397221985
"4658",27,"SITTING","tBodyGyroJerk-mean()-Y",-0.039599078
"4659",27,"STANDING","tBodyGyroJerk-mean()-Y",-0.0406064575
"4660",27,"WALKING","tBodyGyroJerk-mean()-Y",-0.030790585
"4661",27,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Y",-0.070381683
"4662",27,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Y",-0.061011417
"4663",28,"LAYING","tBodyGyroJerk-mean()-Y",-0.0402942895
"4664",28,"SITTING","tBodyGyroJerk-mean()-Y",-0.04130388
"4665",28,"STANDING","tBodyGyroJerk-mean()-Y",-0.039878359
"4666",28,"WALKING","tBodyGyroJerk-mean()-Y",-0.053772031
"4667",28,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Y",-0.061511343
"4668",28,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Y",-0.042287019
"4669",29,"LAYING","tBodyGyroJerk-mean()-Y",-0.040336669
"4670",29,"SITTING","tBodyGyroJerk-mean()-Y",-0.0401672425
"4671",29,"STANDING","tBodyGyroJerk-mean()-Y",-0.040681284
"4672",29,"WALKING","tBodyGyroJerk-mean()-Y",-0.056080454
"4673",29,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Y",-0.0586535555
"4674",29,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Y",-0.039975287
"4675",30,"LAYING","tBodyGyroJerk-mean()-Y",-0.041609293
"4676",30,"SITTING","tBodyGyroJerk-mean()-Y",-0.039941571
"4677",30,"STANDING","tBodyGyroJerk-mean()-Y",-0.041312731
"4678",30,"WALKING","tBodyGyroJerk-mean()-Y",-0.063411323
"4679",30,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Y",-0.0584313405
"4680",30,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Y",-0.034472645
"4681",1,"LAYING","tBodyGyroJerk-mean()-Z",-0.057130306
"4682",1,"SITTING","tBodyGyroJerk-mean()-Z",-0.055327731
"4683",1,"STANDING","tBodyGyroJerk-mean()-Z",-0.054341093
"4684",1,"WALKING","tBodyGyroJerk-mean()-Z",-0.059599967
"4685",1,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.019976938
"4686",1,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.024690708
"4687",2,"LAYING","tBodyGyroJerk-mean()-Z",-0.056053155
"4688",2,"SITTING","tBodyGyroJerk-mean()-Z",-0.0527143085
"4689",2,"STANDING","tBodyGyroJerk-mean()-Z",-0.052304682
"4690",2,"WALKING","tBodyGyroJerk-mean()-Z",-0.066830094
"4691",2,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.066792333
"4692",2,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.023256375
"4693",3,"LAYING","tBodyGyroJerk-mean()-Z",-0.0558930205
"4694",3,"SITTING","tBodyGyroJerk-mean()-Z",-0.0586865385
"4695",3,"STANDING","tBodyGyroJerk-mean()-Z",-0.054081425
"4696",3,"WALKING","tBodyGyroJerk-mean()-Z",-0.0290304705
"4697",3,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.04890889
"4698",3,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.010554975
"4699",4,"LAYING","tBodyGyroJerk-mean()-Z",-0.0556584035
"4700",4,"SITTING","tBodyGyroJerk-mean()-Z",-0.054007747
"4701",4,"STANDING","tBodyGyroJerk-mean()-Z",-0.054119329
"4702",4,"WALKING","tBodyGyroJerk-mean()-Z",-0.0558087225
"4703",4,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.036342589
"4704",4,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.0357546975
"4705",5,"LAYING","tBodyGyroJerk-mean()-Z",-0.055851629
"4706",5,"SITTING","tBodyGyroJerk-mean()-Z",-0.0556172505
"4707",5,"STANDING","tBodyGyroJerk-mean()-Z",-0.052012097
"4708",5,"WALKING","tBodyGyroJerk-mean()-Z",-0.032106698
"4709",5,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.027459813
"4710",5,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.09015179
"4711",6,"LAYING","tBodyGyroJerk-mean()-Z",-0.058239808
"4712",6,"SITTING","tBodyGyroJerk-mean()-Z",-0.05401301
"4713",6,"STANDING","tBodyGyroJerk-mean()-Z",-0.054939713
"4714",6,"WALKING","tBodyGyroJerk-mean()-Z",-0.02326547
"4715",6,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.050593901
"4716",6,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.042113484
"4717",7,"LAYING","tBodyGyroJerk-mean()-Z",-0.0552727715
"4718",7,"SITTING","tBodyGyroJerk-mean()-Z",-0.053610407
"4719",7,"STANDING","tBodyGyroJerk-mean()-Z",-0.053525339
"4720",7,"WALKING","tBodyGyroJerk-mean()-Z",-0.043473054
"4721",7,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.069389372
"4722",7,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.082008051
"4723",8,"LAYING","tBodyGyroJerk-mean()-Z",-0.0552546255
"4724",8,"SITTING","tBodyGyroJerk-mean()-Z",-0.054189743
"4725",8,"STANDING","tBodyGyroJerk-mean()-Z",-0.0538366035
"4726",8,"WALKING","tBodyGyroJerk-mean()-Z",-0.048843724
"4727",8,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.095060105
"4728",8,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.11907546
"4729",9,"LAYING","tBodyGyroJerk-mean()-Z",-0.0547243925
"4730",9,"SITTING","tBodyGyroJerk-mean()-Z",-0.0528283235
"4731",9,"STANDING","tBodyGyroJerk-mean()-Z",-0.054853176
"4732",9,"WALKING","tBodyGyroJerk-mean()-Z",-0.0716758745
"4733",9,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.0958035275
"4734",9,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.04975493
"4735",10,"LAYING","tBodyGyroJerk-mean()-Z",-0.05443763
"4736",10,"SITTING","tBodyGyroJerk-mean()-Z",-0.055360628
"4737",10,"STANDING","tBodyGyroJerk-mean()-Z",-0.0546515875
"4738",10,"WALKING","tBodyGyroJerk-mean()-Z",-0.026930176
"4739",10,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.0895021605
"4740",10,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.055045522
"4741",11,"LAYING","tBodyGyroJerk-mean()-Z",-0.055085162
"4742",11,"SITTING","tBodyGyroJerk-mean()-Z",-0.054680877
"4743",11,"STANDING","tBodyGyroJerk-mean()-Z",-0.054868313
"4744",11,"WALKING","tBodyGyroJerk-mean()-Z",-0.025615448
"4745",11,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.0647883365
"4746",11,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.0360296705
"4747",12,"LAYING","tBodyGyroJerk-mean()-Z",-0.0566585975
"4748",12,"SITTING","tBodyGyroJerk-mean()-Z",-0.05352399
"4749",12,"STANDING","tBodyGyroJerk-mean()-Z",-0.052390785
"4750",12,"WALKING","tBodyGyroJerk-mean()-Z",-0.02019877
"4751",12,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.057721121
"4752",12,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.035715571
"4753",13,"LAYING","tBodyGyroJerk-mean()-Z",-0.0543933905
"4754",13,"SITTING","tBodyGyroJerk-mean()-Z",-0.054383993
"4755",13,"STANDING","tBodyGyroJerk-mean()-Z",-0.053799278
"4756",13,"WALKING","tBodyGyroJerk-mean()-Z",-0.036254161
"4757",13,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.082193887
"4758",13,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.068486243
"4759",14,"LAYING","tBodyGyroJerk-mean()-Z",-0.05540523
"4760",14,"SITTING","tBodyGyroJerk-mean()-Z",-0.0550574455
"4761",14,"STANDING","tBodyGyroJerk-mean()-Z",-0.0547841845
"4762",14,"WALKING","tBodyGyroJerk-mean()-Z",-0.016228623
"4763",14,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.086751705
"4764",14,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",0.041949994
"4765",15,"LAYING","tBodyGyroJerk-mean()-Z",-0.0550899265
"4766",15,"SITTING","tBodyGyroJerk-mean()-Z",-0.055179462
"4767",15,"STANDING","tBodyGyroJerk-mean()-Z",-0.055012824
"4768",15,"WALKING","tBodyGyroJerk-mean()-Z",-0.05788728
"4769",15,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.017308113
"4770",15,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.103883595
"4771",16,"LAYING","tBodyGyroJerk-mean()-Z",-0.0545494485
"4772",16,"SITTING","tBodyGyroJerk-mean()-Z",-0.054586249
"4773",16,"STANDING","tBodyGyroJerk-mean()-Z",-0.055032788
"4774",16,"WALKING","tBodyGyroJerk-mean()-Z",-0.056928632
"4775",16,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.08904911
"4776",16,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.04384309
"4777",17,"LAYING","tBodyGyroJerk-mean()-Z",-0.055069523
"4778",17,"SITTING","tBodyGyroJerk-mean()-Z",-0.0543999525
"4779",17,"STANDING","tBodyGyroJerk-mean()-Z",-0.054683064
"4780",17,"WALKING","tBodyGyroJerk-mean()-Z",-0.040417128
"4781",17,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.0461564255
"4782",17,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.01386249441
"4783",18,"LAYING","tBodyGyroJerk-mean()-Z",-0.054232217
"4784",18,"SITTING","tBodyGyroJerk-mean()-Z",-0.055588389
"4785",18,"STANDING","tBodyGyroJerk-mean()-Z",-0.054767924
"4786",18,"WALKING","tBodyGyroJerk-mean()-Z",-0.0437511695
"4787",18,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.059439418
"4788",18,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.0831215575
"4789",19,"LAYING","tBodyGyroJerk-mean()-Z",-0.054818594
"4790",19,"SITTING","tBodyGyroJerk-mean()-Z",-0.055163774
"4791",19,"STANDING","tBodyGyroJerk-mean()-Z",-0.054101507
"4792",19,"WALKING","tBodyGyroJerk-mean()-Z",-0.0702963425
"4793",19,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.041751589
"4794",19,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.0758779855
"4795",20,"LAYING","tBodyGyroJerk-mean()-Z",-0.0557580175
"4796",20,"SITTING","tBodyGyroJerk-mean()-Z",-0.053549674
"4797",20,"STANDING","tBodyGyroJerk-mean()-Z",-0.052381976
"4798",20,"WALKING","tBodyGyroJerk-mean()-Z",-0.062216177
"4799",20,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.016794006
"4800",20,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.017297119
"4801",21,"LAYING","tBodyGyroJerk-mean()-Z",-0.0545384975
"4802",21,"SITTING","tBodyGyroJerk-mean()-Z",-0.054446466
"4803",21,"STANDING","tBodyGyroJerk-mean()-Z",-0.053923997
"4804",21,"WALKING","tBodyGyroJerk-mean()-Z",-0.0621350935
"4805",21,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.057981307
"4806",21,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.058362331
"4807",22,"LAYING","tBodyGyroJerk-mean()-Z",-0.0552880575
"4808",22,"SITTING","tBodyGyroJerk-mean()-Z",-0.0546347485
"4809",22,"STANDING","tBodyGyroJerk-mean()-Z",-0.053278794
"4810",22,"WALKING","tBodyGyroJerk-mean()-Z",-0.0772009815
"4811",22,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.0433785135
"4812",22,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.110024974
"4813",23,"LAYING","tBodyGyroJerk-mean()-Z",-0.054490636
"4814",23,"SITTING","tBodyGyroJerk-mean()-Z",-0.0540142825
"4815",23,"STANDING","tBodyGyroJerk-mean()-Z",-0.054678411
"4816",23,"WALKING","tBodyGyroJerk-mean()-Z",-0.11588127
"4817",23,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.039085368
"4818",23,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.058153243
"4819",24,"LAYING","tBodyGyroJerk-mean()-Z",-0.055233866
"4820",24,"SITTING","tBodyGyroJerk-mean()-Z",-0.0540078875
"4821",24,"STANDING","tBodyGyroJerk-mean()-Z",-0.052699108
"4822",24,"WALKING","tBodyGyroJerk-mean()-Z",-0.071514288
"4823",24,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.046802705
"4824",24,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.080192959
"4825",25,"LAYING","tBodyGyroJerk-mean()-Z",-0.055382413
"4826",25,"SITTING","tBodyGyroJerk-mean()-Z",-0.05451772
"4827",25,"STANDING","tBodyGyroJerk-mean()-Z",-0.054751735
"4828",25,"WALKING","tBodyGyroJerk-mean()-Z",-0.052144207
"4829",25,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.065462856
"4830",25,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.0019883877
"4831",26,"LAYING","tBodyGyroJerk-mean()-Z",-0.054690563
"4832",26,"SITTING","tBodyGyroJerk-mean()-Z",-0.0543435765
"4833",26,"STANDING","tBodyGyroJerk-mean()-Z",-0.0541524395
"4834",26,"WALKING","tBodyGyroJerk-mean()-Z",-0.076918391
"4835",26,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.049819763
"4836",26,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.066642472
"4837",27,"LAYING","tBodyGyroJerk-mean()-Z",-0.0543523405
"4838",27,"SITTING","tBodyGyroJerk-mean()-Z",-0.0546996015
"4839",27,"STANDING","tBodyGyroJerk-mean()-Z",-0.0538905005
"4840",27,"WALKING","tBodyGyroJerk-mean()-Z",-0.060214525
"4841",27,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.095576901
"4842",27,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.039352549
"4843",28,"LAYING","tBodyGyroJerk-mean()-Z",-0.0545927505
"4844",28,"SITTING","tBodyGyroJerk-mean()-Z",-0.05532676
"4845",28,"STANDING","tBodyGyroJerk-mean()-Z",-0.054862311
"4846",28,"WALKING","tBodyGyroJerk-mean()-Z",-0.0595520375
"4847",28,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.0824192015
"4848",28,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.067408194
"4849",29,"LAYING","tBodyGyroJerk-mean()-Z",-0.055075968
"4850",29,"SITTING","tBodyGyroJerk-mean()-Z",-0.0552239645
"4851",29,"STANDING","tBodyGyroJerk-mean()-Z",-0.054458527
"4852",29,"WALKING","tBodyGyroJerk-mean()-Z",-0.012974509
"4853",29,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.041987808
"4854",29,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.082376306
"4855",30,"LAYING","tBodyGyroJerk-mean()-Z",-0.055074857
"4856",30,"SITTING","tBodyGyroJerk-mean()-Z",-0.0548468175
"4857",30,"STANDING","tBodyGyroJerk-mean()-Z",-0.052493373
"4858",30,"WALKING","tBodyGyroJerk-mean()-Z",-0.0226401
"4859",30,"WALKING_DOWNSTAIRS","tBodyGyroJerk-mean()-Z",-0.060081733
"4860",30,"WALKING_UPSTAIRS","tBodyGyroJerk-mean()-Z",-0.055252269
"4861",1,"LAYING","tBodyGyroJerk-std()-X",-0.993746415
"4862",1,"SITTING","tBodyGyroJerk-std()-X",-0.99824451
"4863",1,"STANDING","tBodyGyroJerk-std()-X",-0.9946724
"4864",1,"WALKING","tBodyGyroJerk-std()-X",-0.20600776
"4865",1,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.48668696
"4866",1,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.61138333
"4867",2,"LAYING","tBodyGyroJerk-std()-X",-0.995979515
"4868",2,"SITTING","tBodyGyroJerk-std()-X",-0.992967105
"4869",2,"STANDING","tBodyGyroJerk-std()-X",-0.989360845
"4870",2,"WALKING","tBodyGyroJerk-std()-X",-0.41089026
"4871",2,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.25752405
"4872",2,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.459762185
"4873",3,"LAYING","tBodyGyroJerk-std()-X",-0.98846
"4874",3,"SITTING","tBodyGyroJerk-std()-X",-0.984855115
"4875",3,"STANDING","tBodyGyroJerk-std()-X",-0.96269852
"4876",3,"WALKING","tBodyGyroJerk-std()-X",-0.37953087
"4877",3,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.32521365
"4878",3,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.50723477
"4879",4,"LAYING","tBodyGyroJerk-std()-X",-0.99243627
"4880",4,"SITTING","tBodyGyroJerk-std()-X",-0.977359505
"4881",4,"STANDING","tBodyGyroJerk-std()-X",-0.96172998
"4882",4,"WALKING","tBodyGyroJerk-std()-X",-0.494853945
"4883",4,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.40800348
"4884",4,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.521021275
"4885",5,"LAYING","tBodyGyroJerk-std()-X",-0.98831933
"4886",5,"SITTING","tBodyGyroJerk-std()-X",-0.973165325
"4887",5,"STANDING","tBodyGyroJerk-std()-X",-0.95248763
"4888",5,"WALKING","tBodyGyroJerk-std()-X",-0.397521505
"4889",5,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.4155111
"4890",5,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.3070403
"4891",6,"LAYING","tBodyGyroJerk-std()-X",-0.96122585
"4892",6,"SITTING","tBodyGyroJerk-std()-X",-0.96587664
"4893",6,"STANDING","tBodyGyroJerk-std()-X",-0.97272513
"4894",6,"WALKING","tBodyGyroJerk-std()-X",-0.246881
"4895",6,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",0.066429716
"4896",6,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.22279488
"4897",7,"LAYING","tBodyGyroJerk-std()-X",-0.98655623
"4898",7,"SITTING","tBodyGyroJerk-std()-X",-0.993630665
"4899",7,"STANDING","tBodyGyroJerk-std()-X",-0.9841928
"4900",7,"WALKING","tBodyGyroJerk-std()-X",-0.24548079
"4901",7,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.4820269
"4902",7,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.61401803
"4903",8,"LAYING","tBodyGyroJerk-std()-X",-0.994870415
"4904",8,"SITTING","tBodyGyroJerk-std()-X",-0.99656987
"4905",8,"STANDING","tBodyGyroJerk-std()-X",-0.99094289
"4906",8,"WALKING","tBodyGyroJerk-std()-X",-0.273437345
"4907",8,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.28574309
"4908",8,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.40193575
"4909",9,"LAYING","tBodyGyroJerk-std()-X",-0.9580986
"4910",9,"SITTING","tBodyGyroJerk-std()-X",-0.978006265
"4911",9,"STANDING","tBodyGyroJerk-std()-X",-0.96793282
"4912",9,"WALKING","tBodyGyroJerk-std()-X",-0.53429645
"4913",9,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.512986845
"4914",9,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.65535631
"4915",10,"LAYING","tBodyGyroJerk-std()-X",-0.984217705
"4916",10,"SITTING","tBodyGyroJerk-std()-X",-0.99700842
"4917",10,"STANDING","tBodyGyroJerk-std()-X",-0.972667975
"4918",10,"WALKING","tBodyGyroJerk-std()-X",-0.37564796
"4919",10,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.421754885
"4920",10,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.43667405
"4921",11,"LAYING","tBodyGyroJerk-std()-X",-0.99693263
"4922",11,"SITTING","tBodyGyroJerk-std()-X",-0.99435319
"4923",11,"STANDING","tBodyGyroJerk-std()-X",-0.98888043
"4924",11,"WALKING","tBodyGyroJerk-std()-X",-0.53772667
"4925",11,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.526573485
"4926",11,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.66118313
"4927",12,"LAYING","tBodyGyroJerk-std()-X",-0.978641105
"4928",12,"SITTING","tBodyGyroJerk-std()-X",-0.98285845
"4929",12,"STANDING","tBodyGyroJerk-std()-X",-0.9726247
"4930",12,"WALKING","tBodyGyroJerk-std()-X",-0.39205971
"4931",12,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.310401485
"4932",12,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.57464889
"4933",13,"LAYING","tBodyGyroJerk-std()-X",-0.991955285
"4934",13,"SITTING","tBodyGyroJerk-std()-X",-0.99425303
"4935",13,"STANDING","tBodyGyroJerk-std()-X",-0.98879537
"4936",13,"WALKING","tBodyGyroJerk-std()-X",-0.24445317
"4937",13,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.49421427
"4938",13,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.64247189
"4939",14,"LAYING","tBodyGyroJerk-std()-X",-0.98681087
"4940",14,"SITTING","tBodyGyroJerk-std()-X",-0.993446945
"4941",14,"STANDING","tBodyGyroJerk-std()-X",-0.98325694
"4942",14,"WALKING","tBodyGyroJerk-std()-X",-0.56646729
"4943",14,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.56460676
"4944",14,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.65133319
"4945",15,"LAYING","tBodyGyroJerk-std()-X",-0.989625225
"4946",15,"SITTING","tBodyGyroJerk-std()-X",-0.99685985
"4947",15,"STANDING","tBodyGyroJerk-std()-X",-0.98241294
"4948",15,"WALKING","tBodyGyroJerk-std()-X",-0.261972425
"4949",15,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.46615274
"4950",15,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.51908752
"4951",16,"LAYING","tBodyGyroJerk-std()-X",-0.989473855
"4952",16,"SITTING","tBodyGyroJerk-std()-X",-0.99537087
"4953",16,"STANDING","tBodyGyroJerk-std()-X",-0.99256708
"4954",16,"WALKING","tBodyGyroJerk-std()-X",-0.67767977
"4955",16,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.62772534
"4956",16,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.7077491
"4957",17,"LAYING","tBodyGyroJerk-std()-X",-0.99253848
"4958",17,"SITTING","tBodyGyroJerk-std()-X",-0.997507455
"4959",17,"STANDING","tBodyGyroJerk-std()-X",-0.99555042
"4960",17,"WALKING","tBodyGyroJerk-std()-X",-0.44783263
"4961",17,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.532653145
"4962",17,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.610475425
"4963",18,"LAYING","tBodyGyroJerk-std()-X",-0.99705374
"4964",18,"SITTING","tBodyGyroJerk-std()-X",-0.99586662
"4965",18,"STANDING","tBodyGyroJerk-std()-X",-0.98928673
"4966",18,"WALKING","tBodyGyroJerk-std()-X",-0.583839105
"4967",18,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.68187296
"4968",18,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.771201865
"4969",19,"LAYING","tBodyGyroJerk-std()-X",-0.9828281
"4970",19,"SITTING","tBodyGyroJerk-std()-X",-0.9911084
"4971",19,"STANDING","tBodyGyroJerk-std()-X",-0.98688694
"4972",19,"WALKING","tBodyGyroJerk-std()-X",0.086160489
"4973",19,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",0.1310246
"4974",19,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.233112225
"4975",20,"LAYING","tBodyGyroJerk-std()-X",-0.99281677
"4976",20,"SITTING","tBodyGyroJerk-std()-X",-0.990842895
"4977",20,"STANDING","tBodyGyroJerk-std()-X",-0.94214196
"4978",20,"WALKING","tBodyGyroJerk-std()-X",-0.27553178
"4979",20,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.2482752
"4980",20,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.47799641
"4981",21,"LAYING","tBodyGyroJerk-std()-X",-0.994135205
"4982",21,"SITTING","tBodyGyroJerk-std()-X",-0.99193888
"4983",21,"STANDING","tBodyGyroJerk-std()-X",-0.98640451
"4984",21,"WALKING","tBodyGyroJerk-std()-X",-0.25118161
"4985",21,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.54996214
"4986",21,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.59479933
"4987",22,"LAYING","tBodyGyroJerk-std()-X",-0.991006565
"4988",22,"SITTING","tBodyGyroJerk-std()-X",-0.994557455
"4989",22,"STANDING","tBodyGyroJerk-std()-X",-0.96447602
"4990",22,"WALKING","tBodyGyroJerk-std()-X",-0.2188528
"4991",22,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.26488761
"4992",22,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.416429745
"4993",23,"LAYING","tBodyGyroJerk-std()-X",-0.986973935
"4994",23,"SITTING","tBodyGyroJerk-std()-X",-0.99245864
"4995",23,"STANDING","tBodyGyroJerk-std()-X",-0.982458985
"4996",23,"WALKING","tBodyGyroJerk-std()-X",-0.37213559
"4997",23,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.32506504
"4998",23,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.54571787
"4999",24,"LAYING","tBodyGyroJerk-std()-X",-0.98342756
"5000",24,"SITTING","tBodyGyroJerk-std()-X",-0.99288054
"5001",24,"STANDING","tBodyGyroJerk-std()-X",-0.98762725
"5002",24,"WALKING","tBodyGyroJerk-std()-X",-0.487498165
"5003",24,"WALKING_DOWNSTAIRS","tBodyGyroJerk-std()-X",-0.3908144
"5004",24,"WALKING_UPSTAIRS","tBodyGyroJerk-std()-X",-0.6419061
